rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,seller,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
349,Used 2008 Jeep Wrangler Unlimited Rubicon,2050,/cars-for-sale/vehicledetails.xhtml?listingId=484170034&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,120748,Automatic,AT-1CDBD932,Gasoline,Information Unavailable,1J4GA69178L546440,CD PlayerKeyless EntryLift KitNavigationPower LocksPower WindowsPremium AudioPremium WheelsTrailer Hitch,#D7D7D7,#454545,"This Jeep has many extras. It's lifted and has front and rear lockers for superior  4   4 off road performance.  Cooper 35   12.5  tires, and  spare on back. 8000 pound capacity winch and heavy duty brush guard. Towing package, running boards, engine block heater, remote keyless entry , deep tinted sunscreen windows , power windows, power locks, AC, premium sound system, touch screen, CD, Mp3 capability , navigation. Recently had all 4 ball joints replaced and new rear brakes, and oil change at the dearlership .",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Rubicon,NA,2008,Used,Provo,Private,NA,NA
350,Used 2011 Jeep Wrangler Unlimited Sport,2051,/cars-for-sale/vehicledetails.xhtml?listingId=471103146&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,7e4,Automatic,AT-1C1476AA,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCD PlayerCruise ControlLift KitPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium WheelsSteering Wheel Controls,#E31313,#000000,"2011 Jeep Wrangler Unlimited Sport 4x4- 4 door w/ Hard Top- Custom Swing Out rear bumper w/ Spare Tire. - Custom Rotopax Gas Cans- Hi - lift Jack w/ Hood mounts.- Custom Rock Slider Side Skirts- PRO COMP 3&quot; Lift- Custom Front Grill Plates- Custom Color Match Interior- Custom Grab Handles- Banks Exhaust System- General Grabber Tires 33x12.5x17Jeep is in excellent condition and runs great. Only selling because of my need for a truck. It has been maintained meticulously.If you have any questions please feel free to text/call me at (305) 761-7588 I have the Clean Title in hand. , A/C ice cold, Custom wheels, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Must see, Never seen snow, Non-smoker, Seats like new, Title in hand, Upgraded sound system, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport,NA,2011,Used,Provo,Private,NA,NA
351,Used 2010 Jeep Wrangler,2052,/cars-for-sale/vehicledetails.xhtml?listingId=482136029&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,2e4,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,24e3,Manual,AT-1CBCCFDD,Information Unavailable,Information Unavailable,Information Unavailable,Lift KitPremium WheelsTrailer Hitch,#000000,#000000,"Jeep 2010 Wrangler 2-door, bimini top, 24,500 miles, 3.8L V6, manual 6-speed, 2 or 4 wheel drive, 2.5  lift kit, Fox shocks and stabilizer bar, 35  tires including full size spare. Front and rear tubular bummers with side steps. Tow bar with hitch. Works and runs great, garage kept. Asking $20,000",NA,NA,NA,NA,FALSE,Private Seller,,NA,2010,Used,Provo,Private,NA,NA
352,Used 2009 Jeep Wrangler Unlimited X,2053,/cars-for-sale/vehicledetails.xhtml?listingId=483251780&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,21e3,FALSE,Sport Utility,All wheel drive,Information Unavailable,36738,Automatic,AT-1CCDD644,Gasoline,Information Unavailable,1J4GB39188L576798,Bluetooth Hands-FreeCD PlayerCruise ControlPortable Audio ConnectionTrailer Hitch,#D7D7D7,#F5F5DC,"**Private seller** 10 year old Jeep in great condition with only 36,738 miles on the engine, Freedom top and running boards added. Please feel free to reach out with any questions. I would be more than happy to speak with you.This is 2008 not 2009 mistake when listing",NA,NA,NA,NA,FALSE,Private Seller,Unlimited X,NA,2009,Used,Provo,Private,NA,NA
353,Used 2012 Jeep Wrangler Unlimited Sahara,2055,/cars-for-sale/vehicledetails.xhtml?listingId=461733762&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25900,FALSE,Sport Utility,4 wheel drive - rear,6 Cylinder,121480,Manual,AT-1B857F82,Gasoline,Information Unavailable,1C4BJWEG1CL285907,Bluetooth Hands-FreeHeated SeatsKeyless EntryLift KitMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium Wheels,#E31313,#000000,"2012 Jeep wrangler Sahara 4x4 unlimited over $12000 in high quality upgrades done at a reputable shop have invoices to prove it 20 x12 2 piece Fuel wheels with new 37.5 x12 tires 4 inches lift with fox suspension smithy bilt front and rear bumper with swing out tire carrier and led auxiliary lights front and rear 10000 lb winch JW led front and rear lights 48 inches procom Led bar and Led cubes rock slider side steps cold ac clean interior 6 speed manual transition 305 hp VVT 3.6 penstar V6 engine excellent conditions never offroad adult driven all high way miles 112,000, all original all oem until last march when i upgraded clean car fax available up on request ,  perfect paint no dents always serviced at dealer have all records willing to trade for BOAT late model center console up to 24 feet no old boats please willing to take over payment in your boat or pay you cash if if your boat is higher value , to many toys need to sell i am asking $28500 Fred A/C ice cold, All scheduled maintenance, All records, Always garaged, Custom wheels, Excellent condition, one owner title on hand",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sahara,NA,2012,Used,Provo,Private,NA,NA
354,Used 2012 Jeep Wrangler Sport,2056,/cars-for-sale/vehicledetails.xhtml?listingId=463122339&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17500,FALSE,Sport Utility,4 wheel drive,6 Cylinder,55e3,Manual,AT-1B9AAFA3,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlLift KitPremium Wheels,#FF7700,#000000,"I BOUGHT THIS JEEP NEW AND HAVE BEEN THE ONLY OWNER. No accidents, kept clean and neat all these years. I wrapped it a week after I bought it and removed the wrap 2 months ago so the paint hasn't really seen the sun. Serious buyers only, firm price since all the original parts are included in the price. Need to sell because just bought a third car and it's been parked for the past few months. Upgrades:-Front steel bumper-9500 lbs winch-4 inch pro comp lift kit-35 inch tires including spare (6 months old with less than 3k miles on them)-Pro comp alloy wheels (including the spare)Original parts include:-Brand new steel rims (all 5)-Brand new tires (all 5)-Front bumper-SuspensionFor more information txt me at 954-709-2061. Available to see from Tuesdays to Thursdays.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2012,Used,Provo,Private,NA,NA
355,Used 2014 Jeep Cherokee Latitude,2058,/cars-for-sale/vehicledetails.xhtml?listingId=476103503&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,14999,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,44e3,Automatic,AT-1C60C34F,Gasoline,Information Unavailable,1C4PJLCB2EW158161,Bluetooth Hands-FreeCD PlayerCruise ControlKeyless EntryMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium Wheels,#8B8B8B,#000000,"VIN: 1C4PJLCB2EW158161.  2014 Jeep Cherokee Latitude with a sealed 9-Speed Automatic Transmission with 40,000 miles.  Clean title and vehicle CarFax, Silver body and black trim with premium wheels. Black Interior.   Includes Bluetooth connectivity, dual zone climate control, power windows, and locks.   Service records up to date with the oil changes every 5000 miles.  Transferable manufacture power-train warranty 6 year 100,000 miles.  Transferable dealership bumper-to-bumper warranty to 100,000 miles.  Accident reported was a minor fender bender with no structural or comestic damage to the vechicle.A/C ice cold, All scheduled maintenance, All records, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Never seen snow, New tires, Non-smoker, Perfect first car, Satellite radio, Seats like new, Still under factory warranty, Title in hand, Very clean interior, Well maintainedPrice excludes tax, tag, title and Warranty Rights Act fees.",NA,NA,NA,NA,FALSE,Private Seller,Latitude,NA,2014,Used,Provo,Private,NA,NA
356,Used 2016 Jeep Patriot High Altitude,2058,/cars-for-sale/vehicledetails.xhtml?listingId=482810940&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=PATRIOT,14499,FALSE,Sport Utility,4 wheel drive,4-Cylinder,20900,Automatic,AT-1CC71C3C,Gasoline,Information Unavailable,1C4NJPFAXGD806135,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerDisability EquippedHeated SeatsKeyless EntryLeather SeatsLift Kit,#000000,#000000,Hi im selling this car because i bought a wrangler and dont need this one any more. Smoke free and pet free. I took good care of the car . its in great condition.,NA,NA,NA,NA,FALSE,Private Seller,High Altitude,NA,2016,Used,Provo,Private,NA,NA
357,Used 2016 Jeep Renegade Limited,2058,/cars-for-sale/vehicledetails.xhtml?listingId=478136094&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPRENEG,12900,FALSE,Sedan,2 wheel drive - front,4-Cylinder,28700,Automatic,AT-1C7FC71E,Gasoline,Information Unavailable,ZACCJADT3GPC84653,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlPortable Audio ConnectionPower Locks,#E31313,#000000,NA,NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2016,Used,Provo,Private,NA,NA
358,Used 2000 Jeep Wrangler Sport,2059,/cars-for-sale/vehicledetails.xhtml?listingId=477186230&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,11900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,14e4,Automatic,AT-1C7148B6,Gasoline,Information Unavailable,1J4FA49SXYP801955,Lift KitPremium WheelsTrailer Hitch,#000000,#000000,"NO FRAME RUST HERE! BRAND New Custom TDK Galvanized Frame,  Bullet Proof 4.0 Inline Six, New 2.5&quot; SUSPENSION Shocks, Steering Stabilizer & Springs, Also comes with New 1 inch Body Lift (Have not installed yet) All New: 5 New Tires, Battery, 12K Winch, Front Bumper, Interior Carpet, Many Accessories, to many to List.  A Must see. I was building it for myself but now I'm sad to say it unfortunately it has to go. deserves a great Home. also A/C ice cold, Looks & drives great, No accidents, Non-smoker, Seats like new, Clean Title in hand, Very clean interior. Lets Make a Deal.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2e3,Used,Provo,Private,NA,NA
359,Used 2015 Jeep Cherokee Sport,2060,/cars-for-sale/vehicledetails.xhtml?listingId=460696572&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,16e3,FALSE,Sport Utility,4 wheel drive - front,4 Cylinder,37e3,Automatic,AT-1B75ABFC,Gasoline,Information Unavailable,1C4PJLAB0FW525871,Backup CameraBluetooth Hands-FreeCruise ControlPower LocksPower Windows,#D7D7D7,#D2B48C,"New premium tires 70&quot; from Yokohama less than 1 year old. Buyer will inherit remaining warranty for these tires as well as the additional road hazard  which includes one free tire replacement (exp 8/17), after the year ends they prorate the mileage.  Life tire expectancy 75k miles. Included free alignment for life of car at Firestone. All paperwork will be given to buyer. Seat covers included. 37k miles ( highway miles) One owner. Well maintained. Legal tinted windows. All scheduled maintenance. All records. Excellent condition. Must see. New tires. No accidents. Non-smoker.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2015,Used,Provo,Private,NA,NA
360,Used 2014 Jeep Wrangler Polar Edition,2066,/cars-for-sale/vehicledetails.xhtml?listingId=482817189&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,24e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,6e4,Manual,AT-1CC734A5,Gasoline,Information Unavailable,1C4AJWBG0EL185218,Bluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerHeated SeatsKeyless EntryLeather SeatsNavigationPower LocksPower Windows,#D7D7D7,#000000,"Must Sell!!!  Clean CARFAX.  Great condition and hard to find model.  Fully Loaded, Info-tainment system with GPS, Bluetooth, Leather, Heated Seats, Tow package, Dual Tops (Hard and Soft Top)!!!!  Get ready for Summer in this great Jeep",NA,NA,NA,NA,FALSE,Private Seller,Polar Edition,NA,2014,Used,Provo,Private,NA,NA
361,Used 2007 Jeep Wrangler X,2068,/cars-for-sale/vehicledetails.xhtml?listingId=482343470&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,16500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,114040,Automatic,AT-1CBFFA2E,Gasoline,Information Unavailable,1J4FA241X7L171721,Backup CameraCD PlayerDVD PlayerLift KitPortable Audio ConnectionPremium AudioPremium WheelsTrailer Hitch,#05518D,#454545,"This Steel Blue 2007 Jeep Wrangler X has been well maintained and is loaded with upgrades for off-roading.Exterior:Factory Hard TopBikini Soft Top (covers front & rear seats; sides open)Rockstar II Rims w/ 35' Fierce MT tires (including spare)50 inch LED Lightbar w/ BracketsSmittybilt XRC8000 winchRampage front bumperCustom grille with bedlined coatingInterior:Backup CameraSafari Strap Grab Handles for Driver & PassengerUniden CB RadioUpgraded Infiniti speakers w/ amplifier & subwooferKenwood Radio Head Unit w/ bluetooth, MP3, DVD/CDMechanical:American Expedition Vehicles (AEV) Snorkel w/ Ram Air HeadMean Green MG1388 220 AMP Heavy-Duty Alternator4' Zone offroad suspension liftFull-size off-road jack w/ hood mount bracketsGarage Storage 4-Point Lift System for hardtop (New in Box)Trailer Tow PackageA/C ice cold, Custom wheels, Well maintained, Non-smoker, Title in hand, A/C ice cold, All scheduled maintenance, Custom wheels, Looks & drives great, Must see, Non-smoker, Perfect first car, Title in hand, Upgraded sound system, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2007,Used,Provo,Private,NA,NA
362,Used 2005 Jeep Wrangler X,2074,/cars-for-sale/vehicledetails.xhtml?listingId=463641971&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,10500,FALSE,Sport Utility,4 wheel drive - rear,6 Cylinder,133500,Automatic,AT-1BA29D73,Gasoline,Information Unavailable,1J4FA39S25P331832,NA,#D7D7D7,#454545,"2005 Jeep Wrangler X. 2D Sport Utility, White, 4WD, 6 cylinders, Automatic, 4&quot; body lift, BF Goodrich all terrain tires 33x12.5x15, air conditioning, radio/CD, 133.5k miles, Texas Jeep.",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2005,Used,Provo,Private,NA,NA
363,Used 2008 Jeep Liberty Limited,2095,/cars-for-sale/vehicledetails.xhtml?listingId=463830436&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=LIBERTY,10495,FALSE,Sport Utility,4 wheel drive,6 Cylinder,77215,Automatic,AT-1BA57DA4,Gasoline,Information Unavailable,1J8GN58K98W223996,Bluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsNavigationPortable Audio ConnectionPower LocksPower Windows,#05518D,#000000,"This is an excellent vehicle. Runs and drives perfectly and needs nothing. Has been professionally maintained and is absolutely beautiful. I just bought a new wrangler and decided to sell this rather than trade it in. You want a convertible, this is close. The sky slider room is really cool, it opens up all the way giving all passengers an open air top. Hands free with Bluetooth, navigation and steering wheel controls.  All this needs is a new owner that wants a reliable, fun, safe and need nothing Jeep. First person to see this will buy it, don't miss out.",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2008,Used,Provo,Private,NA,NA
364,Used 1998 Jeep Wrangler,2104,/cars-for-sale/vehicledetails.xhtml?listingId=469751491&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,1e4,FALSE,Sport Utility,4 wheel drive,6-Cylinder,226e3,Manual,AT-1BFFD6C3,Gasoline,Information Unavailable,1J4FY49S0WP702425,CD PlayerLift KitPremium AudioPremium Wheels,#D7D7D7,#D2B48C,"Has a remanufactured motor with around 100k on it. Looks & drives great. No accidents. Seats like new. Title in hand. Upgraded sound system. Very clean interior. Brand new frame that was sandblasted and painted with por15. New 3.5&quot; lift kit with fully adjustable track bars in the front and rear. Brand new carpet, floor mats, waterproof seat covers. Comes with hard top and brand new bikini mesh top.  Brand new Aluminum radiator, water pump, thermostat, starter, alternator, oil pan, battery, cold air intake, cat back exhaust. Too much to truly list I know I'm forgetting somethings but this is definitely a must see jeep. Runs perfectly and rides awesomely.",NA,NA,NA,NA,FALSE,Private Seller,,NA,1998,Used,Provo,Private,NA,NA
365,Used 2014 Jeep Wrangler Sport,2998,/cars-for-sale/vehicledetails.xhtml?listingId=471131169&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,24e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,26500,Automatic,AT-1C14E421,Gasoline,Information Unavailable,1C4AJWAG3EL136399,CD PlayerCruise ControlPortable Audio ConnectionPremium AudioSteering Wheel ControlsSunroof,#E31313,#000000,"-Sport S-26,300 miles-Automatic-4-wheel drive-Rollover mitigation, hill descent control, hill start assist control, traction control, electronic stability control, 4-wheel antilock braking system, air conditioning, cruise control, power steering, tilt wheel, AM/FM stereo, CD/MP3, premium sound, dual airbags, hard top, privacy glass, fog lights, running boards, tow package, premium wheels, appearance package-Factory leather wrapped steering wheel and shift knob-Chrome hood latches-No mechanical issues-Excellent condition-All service done by certified mechanics/technicians-Garage stored for 2 deployments (1 year total of the 4 years it has been off the lot)-New battery-In the last 1 month: wheels balanced/aligned, safety inspection, registration, professionally detailed-Never off roaded-No rustAdditional Details from Autotrader: A/C ice cold, All scheduled maintenance, All records, Excellent condition, Looks & drives great, Mostly highway miles, Must see, Never seen snow, No accidents, Non-smoker, One owner, Seats like new, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2014,Used,Provo,Private,NA,NA
366,Used 2014 Jeep Wrangler Sport,3,/cars-for-sale/vehicledetails.xhtml?listingId=476853384&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,23995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,79221,Automatic,AT-1C6C3488,Gasoline,Information Unavailable,1C4BJWDG9EL286873,Bluetooth Hands-FreeCD PlayerCruise ControlKeyless EntryPortable Audio ConnectionPower LocksPower WindowsPremium AudioSecurity SystemSteering Wheel Controls,#000000,#000000,"Nice Jeep,  Clean Title,  285 hp 3.6-liter V6,  Seats 5,  4-door,  Removable Hard-top,  Automatic,  4WD,  Premium Infinity Stereo System,  Hill Descent Control,  Keyless Entry,  Remote Start,  Power locks,  Power mirrors,  Power windows,  Premium wheels,  Bluetooth Wireless,  UConnect,  Auto-manual shift options,  Traction control,  ABS,  AC,  Never smoked in,  Mostly Highway miles,  Exterior and interior are both in excellent condition.",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2014,Used,Provo,Private,NA,NA
