rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
561,Used 2012 Jeep Wrangler Unlimited Sahara,108,/cars-for-sale/vehicledetails.xhtml?listingId=479023881&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25500,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,84940,Automatic,AT-1C8D5309,Gasoline,284429,1C4HJWEG5CL284429,4x4ABS Brakes (4-Wheel)Airbags - Front - DualAirbags - Passenger - Occupant Sensing DeactivationAssist Handle FrontBraking AssistCenter Console Front Console With StorageChild Safety LocksChild Seat Anchors Latch SystemDoors Rear Door Type: Side-Hinged,#000000,NA,"Drive this home today! Take command of the road in the 2012 Jeep Wrangler Unlimited! It offers the latest in technological innovation and style. Top features include power windows, a leather steering wheel, heated door mirrors, and air conditioning. It features an automatic transmission, 4-wheel drive, and a refined 6 cylinder engine. Our team is professional, and we offer a no-pressure environment. We'd be happy to answer any questions that you may have. Call now to schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Davis Ford,Unlimited Sahara,2012,Used,Huntsville,Dealer,17,21
562,Used 2011 Jeep Wrangler Sahara,108,/cars-for-sale/vehicledetails.xhtml?listingId=467570223&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,20800,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,129727,Automatic,AT-1BDE8E2F,Gasoline,506780,1J4BA5H10BL506780,4x4ABS Brakes (4-Wheel)Airbags - Front - DualAirbags - Passenger - Occupant Sensing DeactivationAssist Handle FrontBraking AssistCenter Console Front Console With StorageChild Safety LocksChild Seat Anchors Latch SystemDoors Rear Door Type: Side-Hinged,#FF7700,NA,VERY CLEAN..EXTRA SHARP..CLEAN CARFAX!! NEVER ANY DOC FEES!!,"3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Davis Ford,Sahara,2011,Used,Huntsville,Dealer,15,19
563,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,108,/cars-for-sale/vehicledetails.xhtml?listingId=480522894&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,29900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,41839,Automatic,AT-1CA4328E,Gasoline,0R273238,1C4HJWEG1GL273238,3.21 REAR AXLE RATIO  (STD)4-Wheel ABS4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAlarmAluminum WheelsAuto-Dimming Rearview Mirror,#000000,#D2B48C,Price includes dealer fee of $698 CARFAX One-Owner. Clean CARFAX. Black Clearcoat 2016 Jeep Wrangler Unlimited Sahara 4WD Automatic 3.6L V6 24V VVT BALANCE OF FACTORY WARRANTY; CLEAN CARFAX NO DAMAGE REPORTED ONE OWNER; FULLY SAFETY INSPECTION.; Q Certified; 18 x 7.5 Polished Satin Carbon Wheels; 8 Speakers; Front fog lights; Fully automatic headlights; Sunrider Soft Top.Recent Arrival!Awards:* 2016 KBB.com 10 Best SUVs Under $25;000 * 2016 KBB.com Best Resale Value AwardsWe want your trade! We will buy your vehicle even if you dont buy a vehicle from us. We offer competitive financing regardless of credit score. We can usually beat your local banks best rates due to the relationships we have with our many lenders. Q Certified Vehicles come with the following: 128 Point Vehicle Inspection; 2 Years and up to100K Mile Nationwide Limited Power-train Warranty; Roadside Assistance; Rental Reimbursement & Emergency Travel Reimbursement.,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Universal KIA Rivergate,4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,17,21
564,Used 2013 Jeep Wrangler 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=483493006&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,20755,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,124413,5-Speed Automatic,AT-1CD1848E,Gasoline,P2381A,1C4HJWDG5DL597662,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningBrake assistCD playerCloth Bucket Seats",#000000,#000000,"2013 Jeep Wrangler Unlimited SportBlack 4WD 3.6L V6 24V VVTAwards:* 2013 KBB.com Best Resale Value AwardsWith very High Customer Reviews and a diverse inventory of both new and used cars for sale, all drivers nearby Atlanta, Georgia are able to find the vehicle that complements their needs with ease. Talk to us about the new Honda lineup or inquire about the reconditioning process our certified selections must complete. Our Honda sales staff is familiar with all the models we have in stock and will present you with options that complement your budget, lifestyle and search requirements.Here at Shottenkirk Honda in beautiful, historic Cartersville we treat our customers as we like to be treated. We offer prime and subprime financing as well as work with all financial instutions. Also, if you're interested in this vehicle, make sure to ask about the exclusive Shottenkirk Customer Care* that is included in all New Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - tire and wheel protection key replacement and windshield repair, see dealer for complete details in the store or at www.buymynewhonda.com or www.hondaofcartersville.com.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Shottenkirk Honda of Cartersville,4WD Unlimited Sport,2013,Used,Huntsville,Dealer,17,21
565,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=479204386&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,33e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,21068,5-Speed Automatic,AT-1C901422,Gasoline,P2502,1C4BJWEG4GL159790,"**LOCAL TRADE IN****WELL MAINTAINED**18"" x 7.5"" Polished Satin Carbon Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radio: SiriusXMAir ConditioningAudio Jack Input for Mobile Devices",#D7D7D7,#D2B48C,"2016 Jeep Wrangler Unlimited Sahara **LOCAL TRADE IN**, **WELL MAINTAINED**, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Audio Jack Input for Mobile Devices, Auto-dimming Rear-View mirror, Brake assist, CD player, Cloth Seats w/Adjustable Head Restraints, Compass, Electronic Stability Control, Front fog lights, Fully automatic headlights, Illuminated entry, Outside temperature display, Panic alarm, Radio data system, Remote keyless entry, Security system, Steering wheel mounted audio controls, Sunrider Soft Top.Bright White Clearcoat 4WD 3.6L V6 24V VVTAwards:* 2016 KBB.com 10 Best SUVs Under $25,000 * 2016 KBB.com Best Resale Value AwardsWith very High Customer Reviews and a diverse inventory of both new and used cars for sale, all drivers nearby Atlanta, Georgia are able to find the vehicle that complements their needs with ease. Talk to us about the new Honda lineup or inquire about the reconditioning process our certified selections must complete. Our Honda sales staff is familiar with all the models we have in stock and will present you with options that complement your budget, lifestyle and search requirements.Here at Shottenkirk Honda in beautiful, historic Cartersville we treat our customers as we like to be treated. We offer prime and subprime financing as well as work with all financial instutions. Also, if you're interested in this vehicle, make sure to ask about the exclusive Shottenkirk Customer Care* that is included in all New Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - tire and wheel protection key replacement and windshield repair, see dealer for complete details in the store or at www.buymynewhonda.com or www.hondaofcartersville.com.",NA,NA,NA,NA,FALSE,Shottenkirk Honda of Cartersville,4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,16,20
566,Used 2013 Jeep Wrangler 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=484057701&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25888,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,63777,6-Speed Manual,AT-1CDA2265,Gasoline,4957A,1C4BJWDG0DL572738,"**LOCAL TRADE IN**16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningBrake assistCD player",#454545,#000000,"2013 Jeep Wrangler Unlimited Sport **LOCAL TRADE IN**.Gray 4WD 3.6L V6 24V VVTAwards:* 2013 KBB.com Best Resale Value AwardsWith very High Customer Reviews and a diverse inventory of both new and used cars for sale, all drivers nearby Atlanta, Georgia are able to find the vehicle that complements their needs with ease. Talk to us about the new Honda lineup or inquire about the reconditioning process our certified selections must complete. Our Honda sales staff is familiar with all the models we have in stock and will present you with options that complement your budget, lifestyle and search requirements.Here at Shottenkirk Honda in beautiful, historic Cartersville we treat our customers as we like to be treated. We offer prime and subprime financing as well as work with all financial instutions. Also, if you're interested in this vehicle, make sure to ask about the exclusive Shottenkirk Customer Care* that is included in all New Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - tire and wheel protection key replacement and windshield repair, see dealer for complete details in the store or at www.buymynewhonda.com or www.hondaofcartersville.com.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Shottenkirk Honda of Cartersville,4WD Unlimited Sport,2013,Used,Huntsville,Dealer,16,21
567,Used 2010 Jeep Wrangler 4WD Unlimited Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=482563783&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17999,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,118562,4-Speed Automatic,AT-1CC356C7,Gasoline,5185A,1J4BA3H18AL177653,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM radioAir ConditioningAudio Jack Input for Mobile DevicesBrake assistCD player",#E31313,#F5F5DC,"2010 Jeep Wrangler Unlimited SportRed Rock Crystal Pearlcoat 4WD 3.8L V6 SMPIWith very High Customer Reviews and a diverse inventory of both new and used cars for sale, all drivers nearby Atlanta, Georgia are able to find the vehicle that complements their needs with ease. Talk to us about the new Honda lineup or inquire about the reconditioning process our certified selections must complete. Our Honda sales staff is familiar with all the models we have in stock and will present you with options that complement your budget, lifestyle and search requirements.Here at Shottenkirk Honda in beautiful, historic Cartersville we treat our customers as we like to be treated. We offer prime and subprime financing as well as work with all financial instutions. Also, if you're interested in this vehicle, make sure to ask about the exclusive Shottenkirk Customer Care* that is included in all New Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - tire and wheel protection key replacement and windshield repair, see dealer for complete details in the store or at www.buymynewhonda.com or www.hondaofcartersville.com.","3 Years/36,000 Miles","5 Years/100,000 Miles (fully transferable with no fee)",3 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Shottenkirk Honda of Cartersville,4WD Unlimited Sport,2010,Used,Huntsville,Dealer,15,19
568,Used 2013 Jeep Wrangler Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=477856381&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,29364,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,40965,Automatic,AT-1C7B827D,Gasoline,DL589717,1C4BJWEG2DL589717,"18"" X 7.5"" SATIN CARBON POLISHED ALUMINUM WHEELS  (STD)24G CUSTOMER PREFERRED ORDER SELECTION PKG  -inc: 3.6L V6 engine  5-speed auto trans3.21 AXLE RATIO3.6L SMPI 24V VVT V6 ENGINE  (STD)4-Wheel Disc Brakes5-SPEED AUTOMATIC TRANSMISSION  -inc: hill descent control  tip startA/CABSAM/FM StereoAdjustable Steering Wheel",#000000,#D2B48C,"Clean CARFAX. Odometer is 8637 miles below market average! 2013 Black Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 6-Speed Manual 3.6L V6 24V VVT 16/21mpgAwards:* 2013 KBB.com Best Resale Value AwardsHere at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,Sahara,2013,Used,Huntsville,Dealer,17,21
569,Used 2017 Jeep Wrangler Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=481088566&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,17332,Automatic,AT-1CACD436,Gasoline,HL616167,1C4HJWEG9HL616167,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAluminum WheelsAuto-Dimming Rearview MirrorAutomatic HeadlightsAuxiliary Audio Input,#D7D7D7,#000000,"Clean CARFAX. Priced below KBB Fair Purchase Price! 2017 Bright White Clearcoat Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTHere at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Wholesale Inc. Rivergate,Sahara,2017,Used,Huntsville,Dealer,17,21
570,Used 2006 Jeep Wrangler 4WD Unlimited,109,/cars-for-sale/vehicledetails.xhtml?listingId=484913001&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,15586,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,118396,Manual,AT-1CE72F69,Gasoline,6P715187,1J4FA44S46P715187,4-Wheel Disc BrakesA/CAM/FM StereoAdjustable Steering WheelAluminum WheelsBucket SeatsCD PlayerCloth SeatsConventional Spare TireConvertible Soft Top,#248B15,NA,"2006 Green Jeep Wrangler 2D Sport Utility Unlimited 4WD 6-Speed Manual PowerTech 4.0L I6 15/19mpgHere at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.",NA,NA,NA,NA,TRUE,Wholesale Inc. Rivergate,4WD Unlimited,2006,Used,Huntsville,Dealer,15,19
571,Used 2014 Jeep Wrangler Sport,109,/cars-for-sale/vehicledetails.xhtml?listingId=480385660&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,28987,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,24204,Automatic,AT-1CA21A7C,Gasoline,EL217301,1C4BJWDG4EL217301,3.73 REAR AXLE RATIO4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAuxiliary Audio InputBLACK  CLOTH BUCKET SEATS  -inc: adjustable head restraintsBLACK 3-PIECE HARD TOP  -inc: Rear Window Defroster  Tinted Rear Quarter & Liftgate Windows  Delete Sunrider Soft Top  Freedom Panel Storage Bag  Rear Window Wiper/WasherBLACK CLEARCOAT,#000000,#000000,"Clean CARFAX. Priced below KBB Fair Purchase Price! Odometer is 26818 miles below market average! 2014 Black Jeep Wrangler 4D Sport Utility Unlimited Sport 4WD 5-Speed Automatic 3.6L V6 24V VVT 16/21mpgAwards:* 2014 KBB.com Best Resale Value Awards * 2014 KBB.com 10 Coolest New Cars Under $25,000 * 2014 KBB.com 10 Best SUVs Under $25,000Here at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,Sport,2014,Used,Huntsville,Dealer,17,21
572,Used 2015 Jeep Wrangler 4WD Unlimited Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=477226734&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,32195,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,42247,Automatic,AT-1C71E6EE,Gasoline,FL532768,1C4HJWEG2FL532768,3.73 REAR AXLE RATIO4-Wheel Disc BrakesA/CABSAIR CONDITIONING W/AUTO TEMP CONTROL  -inc: Air Filtering  Humidity SensorALPINE 9-SPEAKER W/ALL WEATHER SUBWOOFER  -inc: Amplified 552W 9 speaker  including subwooferAM/FM StereoANTI-SPIN DIFFERENTIAL REAR AXLEAdjustable Steering WheelAluminum Wheels,#E31313,#D2B48C,"Clean CARFAX. 2015 Red Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVT Class II Receiver Hitch, Connectivity Group, Tire Pressure Monitoring Display, Trailer Tow Group, Trailer Tow w/4-Pin Connector Wiring, Vehicle Information Center.Awards:* 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Coolest Cars Under $25,000 * 2015 KBB.com 10 Most Fun SUVs * 2015 KBB.com 10 Best SUVs Under $25,000Here at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,4WD Unlimited Sahara,2015,Used,Huntsville,Dealer,17,21
573,Used 2015 Jeep Wrangler 4WD Unlimited Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=481703962&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27987,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,66122,Automatic,AT-1CB6381A,Gasoline,FL587826,1C4BJWEG4FL587826,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSALPINE 9-SPEAKER W/ALL WEATHER SUBWOOFER  -inc: Amplified 552W 9 speaker  including subwooferAM/FM StereoANTI-SPIN DIFFERENTIAL REAR AXLEAdjustable Steering WheelAluminum WheelsAuto-Dimming Rearview Mirror,#000000,#000000,"Clean CARFAX. 2015 Black Clearcoat Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTAwards:* 2015 KBB.com 10 Most Fun SUVs * 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Coolest Cars Under $25,000 * 2015 KBB.com 10 Best SUVs Under $25,000Here at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,4WD Unlimited Sahara,2015,Used,Huntsville,Dealer,17,21
574,Used 2016 Jeep Wrangler 4WD Unlimited Sahara,109,/cars-for-sale/vehicledetails.xhtml?listingId=482228532&zip=35801&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D35801%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,34317,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,13216,Automatic,AT-1CBE3934,Gasoline,GL301098,1C4HJWEGXGL301098,3.21 REAR AXLE RATIO  (STD)4-Wheel Disc BrakesA/CABSAM/FM StereoAdjustable Steering WheelAluminum WheelsAuto-Dimming Rearview MirrorAutomatic HeadlightsAuxiliary Audio Input,#8B8B8B,#000000,"Clean CARFAX. Odometer is 15130 miles below market average! 2016 Billet Silver Metallic Clearcoat Jeep Wrangler 4D Sport Utility Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTAwards:* 2016 KBB.com 10 Best SUVs Under $25,000 * 2016 KBB.com Best Resale Value AwardsHere at Wholesale Inc we believe in transparent market based pricing, while providing a low pressure buying experience. Every purchase allows us to give back to our community by providing a FREE fitness facility to the public and multiple vehicles given away each year to families in need. We encourage you to shop our huge inventory online and check out our reviews. Please call, text or email us to confirm availability and schedule a test drive.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Wholesale Inc. Rivergate,4WD Unlimited Sahara,2016,Used,Huntsville,Dealer,17,21
