red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
215,215,215,499,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=481989914&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D400%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=400&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27155,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1CBA951A,Gasoline,811547,4S4BSAAC4J3348347,"17"" x 7.0"" Aluminum Alloy w/Silver Finish Wheels4 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radioAdjustable head restraints: driver and passenger w/tiltAir ConditioningAnti-whiplash front head restraintsBrake assist",#D7D7D7,NA,White 2018 Subaru Outback 2.5i AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,98,25,32
227,19,19,500,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=463907589&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D400%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=400&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,29456,FALSE,Wagon,All wheel drive,4-Cylinder,9,Continuously Variable Automatic,AT-1BA6AB05,Gasoline,82086,4S4BSACCXJ3209787,4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAutomatic temperature control,#E31313,NA,"Red 2018 Subaru Outback 2.5i Premium AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG2 Years Young Auto Care includes: Three Oil/Filter Changes | Tire Rotation | Fluid Top Off Multi-Point Inspection | Battery Test | Alignment Check. Please call to schedule your test drive today! Price does not include any dealer installed accessories, please see dealer for details and demonstration.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,404,25,32
0,0,0,501,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=464890139&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,27995,FALSE,Wagon,All wheel drive,4-Cylinder,9,Continuously Variable Automatic,AT-1BB5A91B,Gasoline,81078,4S4BSAFC8J3207340,4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAutomatic temperature control,#000000,NA,"Black 2018 Subaru Outback 2.5i Premium AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG2 Years Young Auto Care includes: Three Oil/Filter Changes | Tire Rotation | Fluid Top Off Multi-Point Inspection | Battery Test | Alignment Check. Please call to schedule your test drive today! Price does not include any dealer installed accessories, please see dealer for details and demonstration.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,406,25,32
215,215,215,502,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=485051152&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,29415,FALSE,Wagon,All wheel drive,4-Cylinder,5,Continuously Variable Automatic,AT-1CE94B10,Gasoline,811825,4S4BSACC9J3371121,4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAutomatic temperature control,#D7D7D7,NA,White 2018 Subaru Outback 2.5i Premium AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16VRecent Arrival! 32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,122,25,32
139,139,139,503,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=485119932&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,29042,FALSE,Wagon,All wheel drive,4-Cylinder,5,Continuously Variable Automatic,AT-1CEA57BC,Gasoline,811859,4S4BSACCXJ3371645,4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAutomatic temperature control,#8B8B8B,NA,Silver 2018 Subaru Outback 2.5i Premium AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16VRecent Arrival! 32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,123,25,32
227,19,19,504,New 2018 Subaru Outback 3.6R,69,/cars-for-sale/vehicledetails.xhtml?listingId=485119934&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,39198,FALSE,Wagon,All wheel drive,6-Cylinder,5,Continuously Variable Automatic,AT-1CEA57BE,Gasoline,811857,4S4BSENC9J3371771,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAnti-whiplash front head restraintsAuto-dimming Rear-View mirrorAutomatic temperature control,#E31313,NA,Red 2018 Subaru Outback 3.6R Limited AWD CVT Lineartronic 3.6L Boxer H6 DOHC 24VRecent Arrival! 27/20 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,3.6R,2018,New,Provo,Dealer,Automatic,118,20,27
5,81,141,505,New 2018 Subaru Outback 3.6R,69,/cars-for-sale/vehicledetails.xhtml?listingId=485777560&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36191,FALSE,Wagon,All wheel drive,6-Cylinder,5,Continuously Variable Automatic,AT-1CF46098,Gasoline,841893,4S4BSENCXJ3356325,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdaptive Cruise ControlAdjustable head restraints: driver and passenger w/tiltAir ConditioningAll-Weather Floor LinersAnti-whiplash front head restraints,#05518D,#454545,Twilight Blue Metallic 2018 Subaru Outback 3.6R Limited AWD CVT Lineartronic 3.6L Boxer H6 DOHC 24VRecent Arrival! 27/20 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",TRUE,Young Subaru,3.6R,2018,New,Provo,Dealer,Automatic,137,20,27
139,139,139,506,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=475283050&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36998,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C543E6A,Gasoline,811060,4S4BSANC1J3289560,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#8B8B8B,NA,Silver 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,107,25,32
0,0,0,507,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=477913135&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36998,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C7C602F,Gasoline,811292,4S4BSANC1J3313551,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#000000,NA,Black 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,106,25,32
0,0,0,508,New 2018 Subaru Outback 3.6R,69,/cars-for-sale/vehicledetails.xhtml?listingId=480033447&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,39198,FALSE,Wagon,All wheel drive,6-Cylinder,11,Continuously Variable Automatic,AT-1C9CBAA7,Gasoline,811432,4S4BSENC2J3332620,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAnti-whiplash front head restraintsAuto-dimming Rear-View mirrorAutomatic temperature control,#000000,NA,Black 2018 Subaru Outback 3.6R Limited AWD CVT Lineartronic 3.6L Boxer H6 DOHC 24V27/20 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,3.6R,2018,New,Provo,Dealer,Automatic,104,20,27
227,19,19,509,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=480033445&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36540,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C9CBAA5,Gasoline,811400,4S4BSANC3J3331338,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#E31313,NA,Red 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,104,25,32
5,81,141,510,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=471458615&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,38857,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C19E337,Gasoline,81700,4S4BSATC3J3267255,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto High-beam Headlights,#05518D,NA,Blue 2018 Subaru Outback 2.5i Touring AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,105,25,32
139,139,139,511,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=481989921&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36998,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1CBA9521,Gasoline,811549,4S4BSANC9J3348385,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#8B8B8B,NA,Silver 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,107,25,32
139,139,139,512,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=480033451&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36540,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C9CBAAB,Gasoline,811429,4S4BSANC1J3333430,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#8B8B8B,NA,Silver 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,107,25,32
215,215,215,513,New 2018 Subaru Outback 3.6R,69,/cars-for-sale/vehicledetails.xhtml?listingId=481989919&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,40989,FALSE,Wagon,All wheel drive,6-Cylinder,15,Continuously Variable Automatic,AT-1CBA951F,Gasoline,811546,4S4BSETC7J3347553,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAnti-whiplash front head restraintsAuto High-beam HeadlightsAuto-dimming Rear-View mirror,#D7D7D7,NA,White 2018 Subaru Outback 3.6R Touring AWD CVT Lineartronic 3.6L Boxer H6 DOHC 24V27/20 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,3.6R,2018,New,Provo,Dealer,Automatic,104,20,27
5,81,141,514,New 2018 Subaru Outback 3.6R,69,/cars-for-sale/vehicledetails.xhtml?listingId=477989095&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,39198,FALSE,Wagon,All wheel drive,6-Cylinder,15,Continuously Variable Automatic,AT-1C7D88E7,Gasoline,811310,4S4BSENC8J3314509,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAnti-whiplash front head restraintsAuto-dimming Rear-View mirrorAutomatic temperature control,#05518D,NA,Blue 2018 Subaru Outback 3.6R Limited AWD CVT Lineartronic 3.6L Boxer H6 DOHC 24V27/20 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,3.6R,2018,New,Provo,Dealer,Automatic,103,20,27
227,19,19,515,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=473343078&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,29042,FALSE,Wagon,All wheel drive,4-Cylinder,11,Continuously Variable Automatic,AT-1C36A466,Gasoline,81917,4S4BSACC1J3282238,4-Wheel Disc Brakes4.111 Axle Ratio6 SpeakersABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAutomatic temperature control,#E31313,NA,Red 2018 Subaru Outback 2.5i Premium AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,104,25,32
69,69,69,516,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=480033449&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,34455,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C9CBAA9,Gasoline,811430,4S4BSAKC6J3332679,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#454545,NA,Gray 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,105,25,32
0,0,0,517,New 2018 Subaru Outback 2.5i,69,/cars-for-sale/vehicledetails.xhtml?listingId=479974069&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dd%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D500%26endYear%3D2019%26modelCodeList%3DSUBOUTBK%26makeCodeList%3DSUB%26searchRadius%3D0&sellerTypes=d&startYear=1981&numRecords=100&firstRecord=500&endYear=2019&modelCodeList=SUBOUTBK&makeCodeList=SUB&searchRadius=0&makeCode1=SUB&modelCode1=SUBOUTBK,36540,FALSE,Wagon,All wheel drive,4-Cylinder,15,Continuously Variable Automatic,AT-1C9BD2B5,Gasoline,811425,4S4BSANC0J3332821,12 Speakers4-Wheel Disc Brakes4.111 Axle RatioABS brakesAM/FM radio: SiriusXMAdjustable head restraints: driver and passenger w/tiltAir ConditioningAlloy wheelsAnti-whiplash front head restraintsAuto-dimming Rear-View mirror,#000000,NA,Black 2018 Subaru Outback 2.5i Limited AWD CVT Lineartronic 2.5L 4-Cylinder DOHC 16V32/25 Highway/City MPG,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"3 Years/36,000 Miles",FALSE,Young Subaru,2.5i,2018,New,Provo,Dealer,Automatic,106,25,32
