red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
69,69,69,1,Used 2015 Jeep Cherokee Trailhawk,355,/cars-for-sale/vehicledetails.xhtml?listingId=479991762&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,29e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,454,Automatic,AT-1C9C17D2,Gasoline,Information Unavailable,1C4PJMBS2FW639925,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsPortable Audio ConnectionPower LocksPower WindowsPremium Audio,#454545,#000000,"I bought this Jeep in September of 2015, had buyers remorse and have never driven it. It's been sitting in my warehouse and it's time to finally sell it. I literally drove it off the lot, drove it once more for about 50 miles and then have let it sit for the last 2 1/2 years.  Please let me know if you're interested!  Exterior color is Anvil. A/C ice cold, All records, Always garaged, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Seats like new, Title in hand, Very clean interior, Well maintained, A/C ice cold, All records, Always garaged, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Seats like new, Title in hand, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,873,NA,NA
36,139,21,2,Used 2001 Jeep Cherokee Sport,456,/cars-for-sale/vehicledetails.xhtml?listingId=484989029&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,8900,TRUE,Sport Utility,2 wheel drive - rear,6-Cylinder,79100,Automatic,AT-1CE85865,Gasoline,Information Unavailable,1J4FT48S51L503922,CD PlayerCruise ControlDVD PlayerMulti-zone Climate ControlPower LocksPower WindowsSecurity SystemSteering Wheel Controls,#248B15,#F5F5DC,"A/C ice cold, All scheduled maintenance, All records, Always garaged, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Perfect first car, Seats like new, Title in hand, Very clean interior, Well maintained, complete maintenance records",NA,NA,NA,NA,FALSE,Private Seller,Sport,2001,Used,lmao,Private,Automatic,261,NA,NA
215,215,215,3,Used 2017 Jeep Cherokee Latitude,516,/cars-for-sale/vehicledetails.xhtml?listingId=471497024&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18e3,FALSE,Sport Utility,2 wheel drive - front,4-Cylinder,5200,Automatic,AT-1C1A7940,Gasoline,Information Unavailable,1C4PJLCB4HW667950,NA,#D7D7D7,#000000,Beautiful 2017 Jeep Cherokee latitude. Get this almost brand new car at a fraction of the price. Well taken care of. No problems or issues with this car what so ever. Please call or text for any questions,NA,NA,NA,NA,FALSE,Private Seller,Latitude,2017,Used,lmao,Private,Automatic,204,21,30
227,19,19,4,Used 1996 Jeep Cherokee Sport,554,/cars-for-sale/vehicledetails.xhtml?listingId=484055411&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,9850,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,46250,Automatic,AT-1CDA1973,Gasoline,Information Unavailable,1J4FJ68S8TL174539,NA,#E31313,#454545,"This car was driven by my father. Was kept like a baby. very clean! inside and outside. it has only 46256 miles, A/C ice cold, All scheduled maintenance, All records, Always garaged, Excellent condition, Looks & drives great, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Seats like new, Title in hand, Very clean interior",NA,NA,NA,NA,FALSE,Private Seller,Sport,1996,Used,lmao,Private,Automatic,351,NA,NA
210,180,140,5,Used 2001 Jeep Cherokee Sport,560,/cars-for-sale/vehicledetails.xhtml?listingId=484854843&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,12e3,TRUE,Sport Utility,Information Unavailable,6-Cylinder,68800,Automatic,AT-1CE64C3B,Gasoline,Information Unavailable,1J4FF48S21L598088,Cruise ControlKeyless EntryLift KitPower LocksPower WindowsPremium AudioSteering Wheel ControlsTrailer Hitch,#D2B48C,#D7D7D7,"2nd Owner, All scheduled maintenance, New tires, No accidents, Title in hand, Very clean interior, Well maintained, LED dive and off-road lights upgrade, NEW ENGINE, RARE FIND, WARN WNCH.",NA,NA,NA,NA,FALSE,Private Seller,Sport,2001,Used,lmao,Private,Automatic,187,NA,NA
215,215,215,6,Used 2016 Jeep Cherokee Latitude,564,/cars-for-sale/vehicledetails.xhtml?listingId=476925121&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,17699,FALSE,Sport Utility,2 wheel drive - front,6-Cylinder,33100,Automatic,AT-1C6D4CC1,Gasoline,Information Unavailable,1C4PJLCS2GW233573,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryMulti-zone Climate ControlNavigationPower LocksPower WindowsPremium WheelsSecurity System,#D7D7D7,#000000,"No accidents, Non-smoker, One owner, Custom wheels (18-Inch x 7.0 Inch gloss black 5-spoke alum wheels), Factory GPS system, Uconnect 8.4 with SiriusXM, Still under factory warranty, Fully loaded with all the goodies, Mostly highway miles, Satellite radio, Seats like new, Very clean interior, Well maintained, All scheduled maintenance, A/C ice cold, All records, Excellent condition, Looks & drives great. Very clean and good condition Jeep Cherokee Latitude with all the extras. Must see.Gloss black fascia applique, rails racks and window tint 3.2 Liter V6 24-Valve VVT Engine w/Elect stop start Purchased in April 2016 from dealership for $29,000. Selling because I am moving abroad with my job and don't need the car anymore. $17,995 is a really great deal! Warranty coverage from dealership5 year or 60,000 mile powertrain limited warranty3 year or 36,000 mile basic limited warranty",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2016,Used,lmao,Private,Automatic,890,NA,NA
215,215,215,7,Used 2001 Jeep Cherokee Classic,567,/cars-for-sale/vehicledetails.xhtml?listingId=448273313&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,4300,FALSE,Sport Utility,4 wheel drive,6-Cylinder,119084,Automatic,AT-1AB81BA1,Gasoline,Information Unavailable,1J4FF58S11L510976,CD PlayerCruise ControlLift KitPower LocksPower WindowsTrailer Hitch,#D7D7D7,#000000,"4x4 Clear Title and Smog, licensed until  July, 2017. Has been consistently maintained,   records available. Please read all before calling. Back seats have been removed and camping equipment installed. Need a family car, just remove camping equipment and install seats. High pressure oil pump. 2&quot; lift, add a leaf springs. Tow Bar. Air shocks. Camping equipment includes: Hi-Lift jack, Roof rack, storage container, 2  five gallon jerry cans with Rhino-liner exterior coating, food box with slide-out drawers and drop down table/food prep area. Slide-out 3 compartment refrigerator/freezer, with table/food prep slide-out area. auxiliary battery, 7 gallon water tank and pump with faucet spout for cleaning and outside shower, 2'10&quot; x 4'5&quot; aluminum folding table that stores between roof rack and roof, inverter. Rhino liner around lower body. Spare parts. x4, A/C ice cold, Never seen snow, Non-smoker, Title in hand. When we purchased the jeep, the seller told us he was the original owner and that he had given it to his son to drive while he was in collage. He said while it was parked a commercial truck side-swiped the passenger side and caused damage, only to the side, there was no damage to the frame. Insurance totaled the jeep and the father brought it back from the insurer. He than had it repaired it and painted it and we purchased it. We will be gone on vacation until May 15, 2017, but if interested, you may contact us by cell phone 760.505.0095 info and we will arrange for you to see the jeep.",NA,NA,NA,NA,FALSE,Private Seller,Classic,2001,Used,lmao,Private,Automatic,1528,NA,NA
0,0,0,8,Used 2015 Jeep Cherokee Latitude,568,/cars-for-sale/vehicledetails.xhtml?listingId=484431657&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,13900,FALSE,Sport Utility,4 wheel drive,4-Cylinder,65e3,Automatic,AT-1CDFD729,Gasoline,Information Unavailable,1C4PJMCB8FW708261,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryMulti-zone Climate ControlPortable Audio ConnectionPower LocksPower WindowsPremium WheelsSteering Wheel Controls,#000000,#000000,"Great car/SUV. Excellent condition- only minor scratch on driver door. 4X44 cylinderBack up cameraSD slot and USBbluetoothSteering wheel control for radio in-dash control center for tires, oil, gas mileage usage...gets 23-26 miles per gallonroof rackcloth seats in perfect conditionutility net for trunk extra floor mats- fabric Jeep mats and rain mats65K miles - all highwayautomatic transmissionblack exterior with black/charcoal interiorclean title still under loan with banktext or email preferred but call OK to, A/C ice cold, All scheduled maintenance, All records, Excellent condition, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, Must see, Never seen snow, No accidents, Non-smoker, Perfect first car, Seats like new, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,796,NA,NA
215,215,215,9,Used 2014 Jeep Cherokee Latitude,578,/cars-for-sale/vehicledetails.xhtml?listingId=467219422&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,17300,FALSE,Sport Utility,All wheel drive,4-Cylinder,44401,Automatic,AT-1BD933DE,Gasoline,Information Unavailable,1C4PJLAB3EW250995,Bluetooth Hands-FreeCruise ControlPower LocksPower Windows,#D7D7D7,#454545,"A/C ice cold, All scheduled maintenance, Excellent condition, Looks & drives great, Must see, Never seen snow, New tires, No accidents, Non-smoker, One owner, Perfect first car, Seats like new, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2014,Used,lmao,Private,Automatic,230,NA,NA
215,215,215,10,Used 2016 Jeep Cherokee,592,/cars-for-sale/vehicledetails.xhtml?listingId=478323124&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18500,FALSE,Sport Utility,Information Unavailable,Information Unavailable,28e3,Automatic,AT-1C82A1B4,Gasoline,Information Unavailable,Information Unavailable,NA,#D7D7D7,#000000,Jeep Cherokee 2016. I m selling to get out of payments. I do not need it anymore. Computer system just got updated. Still under factory warranty. It s a great car and has treated me very well. It s easy to drive and drives smoothly. A/C ice cold. All scheduled maintenance. All records. Excellent condition. Fully loaded with all the goodies. Looks & drives great. Mostly highway miles. Must see. Never seen snow. No accidents. Non-smoker. Perfect first car. Satellite radio. Seats like new. Still under factory warranty. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,,2016,Used,lmao,Private,Automatic,559,NA,NA
0,0,0,11,Used 2015 Jeep Cherokee Trailhawk,841,/cars-for-sale/vehicledetails.xhtml?listingId=485004790&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,25900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,58500,Automatic,AT-1CE895F6,Gasoline,Information Unavailable,1C4PJMBSXFW527230,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsLift KitMulti-zone Climate ControlNavigation,#000000,#000000,"!!Fully Loaded wrapped in leather 2015 Jeep Cherokee Trail Hawk 4WD!!  I especially enjoy the full panoramic sunroof on warm summer nights and the cold weather package comes in very handy for those extra chilly winter mornings (Dual heated seats and heated steering wheel). I've added 1.5&quot; Bora high performance spacers to all four wheels to give this Trail Hawk a crazy aggressive stance. If that's not enough to set you apart from the sea of Cherokees I have also professionally installed a non-functional perfectly painted hood scoop that is sure to be the only Cherokee within 1,000 miles to have such an attachment. It was a custom part that adds unmatched toughness, originality and ruggedness to an already mean looking momma! It drives like a dream and comes with every off-road performance option you could ever want: sport, snow, sand, mud and rock modes to name a few! It even has automatic terrain ascending and descending. The engineers at Jeep truly out did themselves with this vehicle. The only reason I am letting it go is because I simply do not need such a nice vehicle at this point in my life. I drive a total of 10 miles to and from work every day and do not need such a nice vehicle. I am a recent Mechanical Engineering graduate and fell in love with the vehicle upon first site, however; 8 months later I have come to grips with reality and realize that such a luxury should be afforded after my student loans are taken care of. I am the second owner and the vehicle had 52,000 mostly highway miles on it before I put another 6,500 on. The first owner was a disabled veteran who took great care of the car. The asking price is $25,900 or best offer. I am not trying to make any money off the car, just trying to avoid losses. To whoever is lucky enough to take this Jeep off my hands, I know you will love it as much as I did. Feel free to give me a call or email me with any questions or any additional photos or videos you might want.",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,1966,NA,NA
0,0,0,12,Used 2015 Jeep Cherokee Trailhawk,1152,/cars-for-sale/vehicledetails.xhtml?listingId=476213762&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,17e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,76e3,Automatic,AT-1C627202,Gasoline,Information Unavailable,1C4PJMBS5FW623721,Backup CameraBluetooth Hands-FreeCD PlayerCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio Connection,#000000,#000000,"Black leather w/ Red Trim, Remote Start System, Keyless Enter-N-Go/ Passive Entry, Heated and Cooled Power 8 way Front Seats w/ 4 way Lumbar Support, 2 Preset Seat Positions, Heated Steering Wheel, Power Windows and Locks, Power Mirrors, Dual Pane Panoramic Sunroof, Auto Start, Rain Sensitive Windshield, Adaptive Cruise Control, Collision Warning, Park Sense, Lane Sense, Blind Spot & Cross Path Detection, UConnect, Bluetooth,  HD Radio, CD Player, Back Up Camera, Navigation, Tow Hooks, Power & Remote Gate, Full Size Spare, Jeep Floor Matts, 10 Cup Holders2 Keys, Manual, Regular service, New Tires in April 2017, 76,000 miles A/C ice cold. All scheduled maintenance. Factory GPS system. Looks & drives great. Must see. Never seen snow. Non-smoker. One owner. Satellite radio. Seats like new. Still under factory warranty. Upgraded sound system.",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2015,Used,lmao,Private,Automatic,850,NA,NA
0,0,0,13,Used 2015 Jeep Cherokee Limited,1237,/cars-for-sale/vehicledetails.xhtml?listingId=482379923&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,18350,TRUE,Sport Utility,4 wheel drive,6-Cylinder,61859,Automatic,AT-1CC08893,Gasoline,Information Unavailable,1C4PJMDSXFW541075,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#000000,#05518D,"Mint Condition 2015 Jeep Cherokee Limited Fully Loaded with all the &quot;Bells and Whistles&quot; All Highway Miles Options Include: 3.2L V6 Engine 9 Speed Transmission 21 mpg City/ 30 mpg Highway Technology Package with Premium Sound, Touchscreen NavigationRear Backup Camera Adaptive Cruise Control Pre-Collision WarningBlind Spot Sensors Premium Leather Interior Heated and Cooled Seats and Steering Wheel Complete LED Lighting Park Assist And Much Much More!, A/C ice cold, All scheduled maintenance, Excellent condition, Factory GPS system, Fully loaded with all the goodies, Looks & drives great, Mostly highway miles, No accidents, Non-smoker, One owner, Seats like new, Upgraded sound system, Very clean interior, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Limited,2015,Used,lmao,Private,Automatic,738,NA,NA
139,139,139,14,Used 2014 Jeep Cherokee Trailhawk,1265,/cars-for-sale/vehicledetails.xhtml?listingId=484170282&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,21900,FALSE,Sport Utility,4 wheel drive,6-Cylinder,56e3,Automatic,AT-1CDBDA2A,Gasoline,Information Unavailable,1C4PJMBS6EW111500,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#8B8B8B,#000000,A/C ice cold. All scheduled maintenance. Excellent condition. Factory GPS system. Fully loaded with all the goodies. Looks & drives great. Must see. Seats like new. Very clean interior. Well maintained.,NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2014,Used,lmao,Private,Automatic,202,NA,NA
5,81,141,15,Used 2016 Jeep Cherokee Trailhawk,1343,/cars-for-sale/vehicledetails.xhtml?listingId=468039414&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,27500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,17111,Automatic,AT-1BE5B6F6,Gasoline,Information Unavailable,1C4PJMBS4GW104550,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPortable Audio ConnectionPower Locks,#05518D,#000000,"All scheduled maintenance, Excellent condition, Looks & drives great, Must see, No accidents, Non-smoker, One owner, Satellite radio, Still under factory warranty, Very clean interior, Well maintained, Remote start, Heated Steering Wheel",NA,NA,NA,NA,FALSE,Private Seller,Trailhawk,2016,Used,lmao,Private,Automatic,237,NA,NA
0,0,0,16,Used 2015 Jeep Cherokee Latitude,1381,/cars-for-sale/vehicledetails.xhtml?listingId=469455880&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,15e3,FALSE,Sport Utility,4 wheel drive - front,6-Cylinder,32e3,Automatic,AT-1BFB5408,Gasoline,Information Unavailable,Information Unavailable,Backup CameraBluetooth Hands-FreeCruise ControlKeyless EntryMulti-zone Climate ControlNavigationPower LocksPower WindowsPremium AudioPremium Wheels,#000000,#000000,"2015 Jeep Cherokee Latitude 4x4, 3.2L V6, paddle sport shifters, Excellent condition inside and out, All fluids serviced, A/C,serviced and ice cold, New battery, LED head-lamps,  Firestone Tires,  Looks & drives great, Must see, Non-smoker, Seats like new, Title in hand, Nothing leaks and everything functions perfectly, Very clean interior, Well maintained, Low mileage, Large screen with back up camera with Navigation and other options, Re-Built Title. Come and see it, it will not disappoint! Call or Text at (615)7-five-six-7-5-four-for. Thank-you.",NA,NA,NA,NA,FALSE,Private Seller,Latitude,2015,Used,lmao,Private,Automatic,554,NA,NA
215,215,215,17,Used 2014 Jeep Cherokee Limited,1383,/cars-for-sale/vehicledetails.xhtml?listingId=484355576&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26modelCodeList%3DCHER%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&startYear=1981&numRecords=100&firstRecord=0&endYear=2019&modelCodeList=CHER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,21950,FALSE,Sport Utility,4 wheel drive,6-Cylinder,48200,Automatic,AT-1CDEADF8,Gasoline,Information Unavailable,1C4PJMDS9EW178413,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsLift KitMulti-zone Climate ControlNavigationPortable Audio Connection,#D7D7D7,#000000,"This is what you have been looking for in a Jeep! Perfect all year round, especially in snow. In addition to the features listed above it also has: - V6 Engine! - Panoramic Retractible Sunroof - Adaptive Cruise Control- Blind Spot Monitoring - Forward Collision Warning - Parallel Park Assist - Power Liftgate - Heated AND Cooled Leather Seats - Roof Racks - Under 50k miles - Roof Rack - Premium WheelsPackages:- Luxury Package- Power Package- Technology Package- Towing PackageIncludes Husky Liners custom laser-fitted floor mats! 2 Owner Vehicle. I bought it in 2016 with only 8,000 miles on it.",NA,NA,NA,NA,FALSE,Private Seller,Limited,2014,Used,lmao,Private,Automatic,598,NA,NA
