red,green,blue,rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,V5,year,ownershipStatus,Location,sellerType,DriveTypeGeneral,numWordsinComment,CityMpg,HyMpg
69,69,69,339,Used 2017 Jeep Wrangler 4WD Unlimited Rubicon,57,/cars-for-sale/vehicledetails.xhtml?listingId=487226526&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,65e3,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,54,Automatic,AT-1D0A7C9E,Gasoline,1806-06,1C4BJWFG5HL688939,Alloy WheelsCargo Area TiedownsChild Safety Door LocksCruise ControlDriver AirbagElectrochromic Interior Rearview MirrorFog LightsFront Side AirbagInterval WipersKeyless Entry,#454545,#000000,"This is a very mean looking built out 2017 Jeep Wrangler Rubicon Recon. This comes loaded with TeraFlex S/T-3 Fox adjustable shocks, Falcon steering stabilizer, Savvy Off-road front bumper, Warn Zeon VR10-S winch, Factor 55 ProLink, Poison Spyder aluminum fender flares, Rock slide Gen 2 step sliders, Poison Spyder rear bumper, EVO hinged tire carrier, KS beadlock wheels, and a top painted to match. Standard on this Jeep includes power windows, AC, heated seats, cruise control, navigation, Bluetooth phone connectivity, AM/ FM/ Satelite Radio, sway bars, axle lock, and tilt adjustable steering wheel. We are a full service dealer with a straight forward approach to your used truck buying experience. We also offer a variety of aftermarket accessories for your car, truck or SUV. Financing is available on approved credit and we accept all trades. For more pictures and a full list of features please visit our website at www.haackemotors.com","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",TRUE,Haacke Motors,4WD Unlimited Rubicon,NA,2017,Used,Provo,Dealer,Automatic,947,17,21
227,19,19,340,Used 2013 Jeep Wrangler 4WD Unlimited Sport,57,/cars-for-sale/vehicledetails.xhtml?listingId=482681300&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,60224,Automatic,AT-1CC521D4,Gasoline,1805-30,1C4BJWDG3DL637999,Air ConditioningCargo Area TiedownsChild Safety Door LocksCruise ControlDriver AirbagElectronic Brake AssistanceFog LightsFull Size Spare TireInterval WipersPassenger Airbag,#E31313,#000000,"Check out this Firecracker Red Wrangler Sport! This is a One-owner Jeep with no accidents and a clean vehicle history report, with just over 60k miles. This Jeep comes equipped with front cloth seats, AM/FM/CD and Sirius XM satellite radio (with activation), Bluetooth, power locks, power mirrors with heat, power windows, air conditioning, alloy wheels, ABS brakes, automatic climate control, automatic headlights, AUX and USB inputs, cruise control, driver and passenger SRS airbags, fog/driving lights, interval wipers, keyless entry with spare, leather wrapped steering wheel with audio controls, rear defrost, rear wiper, tilt wheel, tow package, traction control, vehicle stability control, Jeeps 3 piece Freedom hardtop, and much more. The exterior of this Wrangler features Jeep's Firecracker Red clear coat. Power comes from a 3.6L V6 engine paired to a 6-speed automatic transmission. We are a full service dealer with a straight forward approach to your used Jeep buying experience. We also offer a variety of aftermarket accessories for your car, truck or SUV. Financing is available on approved credit and we accept all trades. For more pictures and a full list of features please visit our website at www.haackemotors.com","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Haacke Motors,4WD Unlimited Sport,NA,2013,Used,Provo,Dealer,Automatic,1235,17,21
139,139,139,341,Used 2014 Jeep Wrangler 4WD Unlimited Rubicon,57,/cars-for-sale/vehicledetails.xhtml?listingId=465873328&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,40995,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,25804,Automatic,AT-1BC4A9B0,Gasoline,1708-15,1C4BJWFGXEL238344,4x4AM/FMAir ConditioningAlloy WheelsAnti-Lock BrakesAutomatic HeadlightsAux Audio JackBluetoothBucket SeatsCD,#8B8B8B,#000000,"LOW MILE RUBICON WITH BRAND NEW LIFT, WHEELS AND TIRES! 2014 Jeep Wrangler Unlimited Rubicon 4WD with 3.6L V6 engine and 6-speed automatic transmission. This is a One-owner Jeep with no accidents and a clean vehicle history report. With just under 26K miles, this Wrangler is still covered by Jeep's factory warranty. The exterior of this Wrangler features Jeep's Billet Metallic clear coat finish with a Black 3-piece hard top and a Black cloth interior. We just added a 4'' Zone lift with Rubicon Express control arms to this Jeep along with a new set of Rev Wheels mounted on new Haida Mud Champ 35X12.50R17 tires!! This Jeep comes loaded with factory features that you would expect on the Rubicon edition. Some of those features include front row cloth bucket seats, rear folding cloth bench seat, Alpine sound with AM/FM/CD and Sirius XM satellite radio (with activation), air conditioning, alloy wheels, ABS brakes, automatic headlights, AUX and USB inputs, Bluetooth, cruise control, driver and passenger SRS airbags, fog/driving lights, interval wipers, keyless entry, leather wrapped steering wheel with controls, power locks, power mirrors with heat, power windows, rear defrost, rear wiper, remote start, skid plates, subwoofer, tilt wheel, tinted windows, tow package, traction control and much more. We are a full service dealer with a straight forward approach to you used Jeep buying experience. We also offer a variety of aftermarket accessories for your car, truck or SUV. Financing is available on approved credit and we accept all trades. For more pictures and a full list of features please visit our website at www.haackemotors.com","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Haacke Motors,4WD Unlimited Rubicon,NA,2014,Used,Provo,Dealer,Automatic,1652,17,21
215,215,215,342,Used 2016 Jeep Wrangler 4WD Unlimited Sport,57,/cars-for-sale/vehicledetails.xhtml?listingId=412855332&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,NA,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,901,Automatic,AT-189BAC24,Gasoline,1510-04,1C4BJWDG0GL128070,4x4AM/FMAir Conditioned SeatsAir ConditioningAlarm SystemAlloy WheelsAnti-Lock BrakesAux Audio JackBluetoothBucket Seats,#D7D7D7,#000000,"2016 Jeep Wrangler Unlimited Sport 4X4 with a 3.6L V6 engine and 5-speed automatic transmission. This Jeep is currently under constuction and is being built as a tricked out rock crawler that will still be street worthy!! Please check back on this Jeep as we will be posting pictures on the build as it progresses (see last four photos). This Jeep has just over 900 miles and is covered by Jeeps 3 yr/36,000 mile bumper to bumper and 5 yr/60,000 mile powertrain warranties!!! The exterior of this Wrangler features Jeeps Bright White clear coat finish with a Freedom Top Black 3-piece Hard Top and Black leather interior. The cloth seats on this Wrangler have been replaced with custom leather and suede front and rear seats with heat and cooling for the driver/passenger and a remote start system!!! This Jeep Wrangler is loaded with the factory features that you would expect on the Sport model. Some of those features include front row bucket seats with heat and cooling, rear folding bench seat with heat, AM/FM/CD and Sirius XM satellite radio, air conditioning, alarm, alloy wheels, ABS brakes, AUX and USB inputs, Uconnect Bluetooth connectivity, cruise control, Advanced Multistage Front SRS airbags, fog/driving lights, Hill Descent Control, interval wipers, keyless entry with spare, leather wrapped steering wheel with controls, power locks, power mirrors with heat, power windows, rear defrost, rear wiper, running boards, skid plates, tachometer, tilt wheel, tinted windows, tire pressure monitors, tow package, traction control, vehicle stability control and much more. We are a full service dealer with a straight forward approach to the used SUV buying experience. We also offer a variety of aftermarket accessories to outfit this Jeep!! Financing is available on approved credit and we accept all trades. For more pictures and a full list of features please visit our website at www.haackemotors.com","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Haacke Motors,4WD Unlimited Sport,NA,2016,Used,Provo,Dealer,Automatic,1916,17,21
139,139,139,343,Used 2013 Jeep Wrangler 4WD Unlimited Rubicon,61,/cars-for-sale/vehicledetails.xhtml?listingId=480862556&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,28490,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,80355,Automatic,AT-1CA9615C,Gasoline,18064-0,1C4HJWFG8DL569173,4x4AM/FMAir ConditioningAlarm SystemAlloy WheelsAnti-Lock BrakesAutomatic HeadlightsAux Audio JackBluetoothBucket Seats,#8B8B8B,#000000,"**Certified** This vehicle comes with a 4 yr or 100000 mile WARRANTY. You'll have warranty coverage up to just over 180,000 miles. You can drive this vehicle with confidence and peace of mind..... Feel free to text questions to 801-390-2354 anytime. Free Delivery to your location of purchased vehicle within 500 Miles.Don't forget to check out our website. www.chariotautosales.comCome and discover a whole new buying experience at Chariot Auto Sales.Our no pressure approach and straight forward pricing make buying a vehicle enjoyable.A large part of our business comes from outside the area and we can ship your vehicle anywhere in the US. Contact us to find out just how easy this can be. We are also happy to make arrangements to pick you up from the airport *Most of our vehicles include a free 4 Year or 100000 Mile Warranty *Financing options available *Trade ins always welcome","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Chariot Auto Sales,4WD Unlimited Rubicon,NA,2013,Used,Provo,Dealer,Automatic,887,17,21
69,69,69,344,Used 2016 Jeep Wrangler Sport,65,/cars-for-sale/vehicledetails.xhtml?listingId=477916380&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,25664,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,41974,Manual,AT-1C7C6CDC,Gasoline,P15427,1C4HJWDG8GL262528,1000# Maximum Payload160 Amp Alternator2 12V DC Power Outlets2 Skid Plates22.5 Gal. Fuel Tank3.21 Rear Axle Ratio4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement4-Wheel Disc Brakes w/4-Wheel ABS Front And Rear Vented Discs Brake Assist and Hill Hold Control50 State Emissions600CCA Maintenance-Free Battery,#454545,NA,"This outstanding example of a 2016 Jeep Wrangler Unlimited Sport is offered by Tony Basso GM - Price. The Jeep Wrangler Unlimited Sport offers a fair amount of utility thanks to its advanced features and unique styling. It's also quite sporty, and injects an ample amount of handling chutzpah into the ridin'-high body of a family-friendly SUV. Equipped with 4WD, this Jeep Wrangler Unlimited gives you added confidence to tackle the surface of any path you take.Just what you've been looking for. With quality in mind, this vehicle is the perfect addition to take home.More information about the 2016 Jeep Wrangler Unlimited:With prices starting at a little under $23,000 with standard 4-wheel drive, the classic Wrangler is one of the best SUV values available. The 6-speed manual transmission helps the Wrangler achieve a decent 17 mpg city and 21 mpg highway rating. Jeep considers the Wrangler's off-road prowess integral to the brand and they continue to make one of the most capable 4-wheel drive vehicles available.This model sets itself apart with 2- and 4-door configurations available, impressive off-road prowess, and Iconic styling","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Tony Basso GM,Sport,NA,2016,Used,Provo,Dealer,Manual,1144,16,21
215,215,215,345,Used 2014 Jeep Wrangler Sahara,65,/cars-for-sale/vehicledetails.xhtml?listingId=478856507&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27941,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,34652,Manual,AT-1C8AC53B,Gasoline,15268A,1C4BJWEG0EL178981,160 Amp Alternator2 12V DC Power Outlets2 Seatback Storage Pockets2 Skid Plates22.5 Gal. Fuel Tank3.21 Rear Axle Ratio4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement4-Wheel Disc Brakes w/4-Wheel ABS Front And Rear Vented Discs Brake Assist and Hill Hold Control600CCA Maintenance-Free Battery7 Infinity Speakers,#D7D7D7,NA,"Tony Basso GM - Price has a wide selection of exceptional pre-owned vehicles to choose from, including this 2014 Jeep Wrangler Unlimited. This Jeep Wrangler Unlimited Sahara is an incredibly versatile vehicle that is a must have for any family. Where do you want to go today? With 4WD, you can choose to drive virtually anywhere and on terrain 2WD vehicles can't handle. One of the best things about this Jeep Wrangler Unlimited is that it has low, low mileage. It's ready for you to truly break it in.More information about the 2014 Jeep Wrangler Unlimited:With prices starting at a little over $22,000 with standard 4-wheel drive, the classic Wrangler is one of the best SUV values available. The 6-speed manual transmission helps the Wrangler achieve a decent 17 mpg city and 21 mpg highway rating. Jeep considers the Wrangler's off-road prowess integral to the brand and they continue to make one of the most capable 4-wheel drive vehicles available.This model sets itself apart with 2- and 4-door configurations available, impressive off-road prowess, and Iconic styling","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,Tony Basso GM,Sahara,NA,2014,Used,Provo,Dealer,Manual,1075,16,21
0,0,0,346,Used 2000 Jeep Wrangler Sport,66,/cars-for-sale/vehicledetails.xhtml?listingId=487638901&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,NA,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,130333,Information Unavailable,AT-1D10C775,Gasoline,3HUT0903,1J4FA49S8YP800903,AM/FM StereoBucket SeatsCassetteConvertible Soft TopDriver Air BagFour Wheel DriveFront Disc/Rear Drum BrakesPass-Through Rear SeatPassenger Air BagPassenger Air Bag On/Off Switch,#000000,NA,,NA,NA,NA,NA,TRUE,Ken Garff Honda Riverdale,Sport,NA,2e3,Used,Provo,Dealer,NA,0,NA,NA
0,0,0,347,Used 2017 Jeep Wrangler Unlimited Sahara,66,/cars-for-sale/vehicledetails.xhtml?listingId=484816560&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,32777,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,26731,5-Speed Automatic,AT-1CE5B6B0,Gasoline,3NU28987,1C4HJWEG8HL628987,"18"" x 7.5"" Polished Satin Carbon Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radio: SiriusXMAir ConditioningAudio Jack Input for Mobile DevicesAuto-dimming Rear-View mirrorBlack 3-Piece Hard Top",#000000,#000000,"CARFAX One-Owner. Clean CARFAX. Black Clearcoat 2017 Jeep Wrangler Unlimited Sahara 4WD 5-Speed Automatic 3.6L V6 24V VVTWhen you choose to buy from Ken Garff Nissan Riverdale Ogden, you get more than a great price and a reliable vehicle. You get the customer service and professionalism backed by one of the top 10 dealers in the U.S. Recent Arrival!Take a test drive today at Ken Garff Nissan Riverdale Ogden.","3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles",FALSE,Ken Garff Nissan Riverdale,Unlimited Sahara,NA,2017,Used,Provo,Dealer,Automatic,411,17,21
36,139,21,348,Used 2008 Jeep Wrangler X,67,/cars-for-sale/vehicledetails.xhtml?listingId=486640047&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,15752,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,67426,6-Speed Manual,AT-1D0189AF,Gasoline,P148A,1J4FA24128L538533,"16"" x 7.0"" Luxury Styled Steel Wheels3.21 Axle Ratio4-Wheel Disc Brakes6 SpeakersABS brakesAM/FM CD/MP3 RadioAM/FM radioAir ConditioningBrake assistCD player",#248B15,#454545,CARFAX One-Owner. Rescue Green Metallic 2008 Jeep Wrangler X 4WD 6-Speed Manual 3.8L V6 SMPI 4WD.Recent Arrival!,NA,NA,NA,NA,FALSE,Young Hyundai,X,NA,2008,Used,Provo,Dealer,Manual,112,15,19
139,139,139,349,Used 2015 Jeep Wrangler 4WD Unlimited Sport,67,/cars-for-sale/vehicledetails.xhtml?listingId=482818562&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,28499,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,38580,5-Speed Automatic,AT-1CC73A02,Gasoline,P121,1C4HJWDG2FL618826,"16"" x 7.0"" Luxury Styled Steel Wheels17"" x 7.5"" Aluminum Wheels3.21 Rear Axle Ratio4-Wheel Disc Brakes8 SpeakersABS brakesAM/FM radioAir ConditioningAuto-Dimming Mirror w/Reading LampBlack 3-Piece Hard Top",#8B8B8B,#000000,"CARFAX One-Owner. Clean CARFAX. billet silver metallic clearcoat 2015 Jeep Wrangler Unlimited Sport 4WD 5-Speed Automatic 3.6L V6 24V VVTRecent Arrival!Awards:* 2015 KBB.com 10 Best SUVs Under $25,000 * 2015 KBB.com 10 Most Fun SUVs * 2015 KBB.com Best Resale Value Awards * 2015 KBB.com 10 Coolest Cars Under $25,000","3 Years/36,000 Miles","5 Years/100,000 Miles",5 Years/Unlimited Miles,"5 Years/100,000 Miles",FALSE,Young Hyundai,4WD Unlimited Sport,NA,2015,Used,Provo,Dealer,Automatic,317,17,21
227,19,19,350,Used 2012 Jeep Wrangler Unlimited Sahara,69,/cars-for-sale/vehicledetails.xhtml?listingId=486181714&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,27220,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,45520,5-Speed Automatic,AT-1CFA8B52,Gasoline,811383A,1C4HJWEG2CL196986,"18"" x 7.5"" Painted Aluminum Wheels3.21 Rear Axle Ratio3.73 Rear Axle Ratio4-Wheel Disc Brakes40GB Hard Drive w/28GB Available7 SpeakersABS brakesAM/FM radio: SIRIUSAir ConditioningAir Conditioning w/Auto Temperature Control",#E31313,#000000,"2012 Jeep Wrangler Unlimited SaharaThis vehicle is nicely equipped with:2 Years Young Auto Care includes: Three Oil/Filter Changes | Tire Rotation | Fluid Top Off Multi-Point Inspection | Battery Test | Alignment Check. Please call to schedule your test drive today! Price does not include any dealer installed accessories, please see dealer for details and demonstration.","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,Young Subaru,Unlimited Sahara,NA,2012,Used,Provo,Dealer,Automatic,372,17,21
227,19,19,351,Used 2005 Jeep Wrangler 4WD X,102,/cars-for-sale/vehicledetails.xhtml?listingId=458108616&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,9500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,157200,6-Speed Manual,AT-1B4E2EC8,Gasoline,5000841,1J4FA39S65P346768,Center Console - Front Console With StorageClockFront Airbags - DualFront Seat Type - BucketFront Wipers - IntermittentGauge - TachometerIn-Dash Cd - Single DiscOption List:Axle Ratio - 3.07Power SteeringRadio - Am/Fm,#E31313,#454545,"Rich's Cars 'N Credit has been helping drivers get back on the road in high quality automobiles for over 20 years, and we want to help you too. If you have good credit or bad credit we *will* get you approved. We offer both in house and bank financing. We will get you back on the road in style! We are located at 2570 N Main St. N. Logan, UT Call us at 435-752-7424!",NA,NA,NA,NA,FALSE,Richs Cars n Credit,4WD X,NA,2005,Used,Provo,Dealer,Manual,367,15,19
0,0,0,352,Used 2012 Jeep Wrangler 4WD Unlimited Rubicon,128,/cars-for-sale/vehicledetails.xhtml?listingId=485582168&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,29800,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,62129,Automatic,AT-1CF16558,Gasoline,104863,1C4BJWFG4CL104863,4D 4 DOOR4X4 4 WHEEL DRIVE5A 5 SPEED AUTO6G 6 CLY GASAC AIR CONDITIONINGCD CD PLAYERCR CRUISE CONTROLCT CLEAN TITLECW CUSTOM WHEELSFL FOG LIGHTS,#000000,NA,"Clean Title. Check out this sweet 2012 Wrangler Unlimited Rubicon,Teraflex 3.5 inch suspension lift, Warn winch, ARB aftermarket bumpers front and rear, 35 inch tires, 17 inch Rockstar wheels, e lectronic front and rear lockers, electronic sway-bar disconnects, skid plates, Dana 44 axles, 4:10 gears, navigation, heated leather seats, 3-piece hard top, alloy wheels, premium audio with subwoofer, trailer tow package, remote start, and more. It comes powered by the reliable 3.6L V6 engine paired with 5-speed automatic. This sweet Jeep has been through a complete mechanical check over and has been freshly serviced and detailed, so you can make your important purchase with confidence and peace of mind! Print this page and call us Now...We Know You'll Enjoy Your Test Drive Towards Ownership, our goal is to give you the best car buying experience you will ever have!","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles",FALSE,West Motor Company,4WD Unlimited Rubicon,NA,2012,Used,Provo,Dealer,Automatic,871,17,21
69,69,69,353,Used 2014 Jeep Wrangler Sahara,128,/cars-for-sale/vehicledetails.xhtml?listingId=485962308&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26modelCodeList%3DWRANGLER%26makeCodeList%3DJEEP%26searchRadius%3D0&startYear=1981&numRecords=100&firstRecord=300&endYear=2019&modelCodeList=WRANGLER&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,32500,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,29306,Automatic,AT-1CF73244,Gasoline,292430A,1C4BJWEG7EL292430,4D 4 DOOR4X4 4 WHEEL DRIVE5A 5 SPEED AUTO6G 6 CLY GASAC AIR CONDITIONINGAW ALLOY WHEELSBS BUCKET SEATSCD PLAYERCR CRUISE CONTROLFL FOG LIGHTS,#454545,#000000,"Clean Title. Low mileage 2014 Wrangler Unlimited Sahara, navigation, touch screen radio, remote start, heated seats, running boards, 3-piece hard top, alloy wheels, fog lights, WeatherTech floor liners, and more. It comes powered by the reliable 3.6L V6 engine paired with a 5-speed automatic transmission. This sweet Jeep has been through a complete mechanical check over, has been freshly serviced and detailed, and comes backed by the remainder of the factory warranty along with our lifetime powertrain warranty, so you can make your important purchase with confidence and peace of mind! Print this page and call us Now...We Know You'll Enjoy Your Test Drive Towards Ownership, our goal is to give you the best car buying experience you will ever have!","3 Years/36,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles","5 Years/100,000 Miles",FALSE,West Motor Company,Sahara,NA,2014,Used,Provo,Dealer,Automatic,756,17,21
